depth.cm,AgeCal,Pinus,Abies,Cedrus,Juniperus,Picea,Taxus,Betula,Corylus,Alnus,Carpinus,Salix,Ulmus,Populus,Acer,Fraxinus,Fagus,Tilia,Juglans,Castanea,Semideciduous.Quercus,Evergreen.Quercus,Ilex.Aquifolium,Sambucus,Viburnum,Tamarix,Buxus,Oleaceae,Pistacia,Rhamnus,Ephedra,Myrtus,Thymelaea,Myrica,Arbutus.unedo,Ericaceae,Rosaceae,Ribes,Sanguisorba,Genista,Cistaceae,Helianthemum,Lamiaceae,Hedera.helix,Poaceae,Cerealia,Lygeum.spartum,Artemisia,Cichorioideae,Asteroidae,Carduae,Centaurea,Rubiaceae,Chenopodiaceae,Caryophyllaceae,Plantago,Resedaceae,Brassicaceae,Gentiana,Saxifragaceae,Fabaceae,Lotus.t,Trifolium.t,Fumariaceae,Potentilla,Filipendula,Boraginaceae,Linum,Corydalis,Urticaceae,Cannabis.Humulus.t,Mentha.t,Rumex,Plumbaginaceae,Berberidaceae,Euphorbiaceae,Primulaceae,Scrophulariaceae,Papaver,Geraniaceae,Campanulaceae,Dipsacaceae,Malvaceae,Violaceae,Valerianaceae,Convolvulaceae,Polygonaceae,Liliaceae,Asphodelus,Iridaceae,Crocus.t,Colchicum,Crassulaceae,Epilobium,Aristolochia,Orobanche,Onagraceae,Apiaceae,Ranunculaceae,Cyperaceae,Typhaceae,Juncus,Sparganium,Thalictrum,Lythrum,Stratiotes,Utricularia,Ledum.palustre,Ranunculus,Pedicularis,Myriophyllum,Lemna,Nymphaea,Nuphar,Potamogeton,Isoetes,Alisma,Callitriche,Asplenium,Spora.monolete.ornate,Spora.monolete,Spora.trilete.ornate,Spora.trilete,Polypodium,Botrychium,Pteris,Equisetum,Selaginella,Undet,Lycopodium
6296,115781.1,18,0,0,86,0,0,1,1,1,0,3,8,0,0,0,0,0,0,0,28,12,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,4,0,1,16,0,40,0,0,69,1,1,0,1,0,6,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,29,46,44,5,5,0,0,0,0,0,0,0,6,2,0,1,34,0,0,0,0,0,15,0,0,0,0,0,0,0,20,1
6312,116113.1,126,16,1,54,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,9,2,0,3,3,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,3,0,0,49,0,0,27,0,7,0,0,0,4,0,0,0,1,0,1,6,19,2,0,0,1,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,4,4,0,1,0,3,0,0,0,0,32,47,3,3,0,0,0,0,0,0,0,10,6,2,0,11,0,1,0,0,0,3,1,0,0,0,0,0,0,100,15
6342,116716.3,65,2,0,145,0,0,0,1,0,1,2,0,0,1,0,0,0,2,0,12,12,1,0,0,0,1,0,0,0,2,0,1,0,0,0,3,0,0,3,0,2,0,0,33,0,0,40,0,6,0,1,0,5,2,0,0,2,0,0,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,25,89,8,5,0,0,0,0,0,0,0,20,1,0,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,45,2
6380,117485.2,23,0,0,14,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,12,3,0,1,2,0,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,56,0,0,68,19,8,0,0,0,20,5,2,0,4,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,15,14,16,0,0,1,0,0,0,0,0,0,0,3,0,1,2,0,6,0,0,0,9,0,0,0,0,0,0,0,50,40
6419,118271.7,12,0,0,2,0,0,0,0,2,0,5,2,0,0,0,0,0,0,0,6,9,2,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,2,0,0,1,0,15,0,0,74,81,15,0,0,0,25,0,1,0,1,0,1,4,0,0,1,0,0,0,1,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,39,4,5,0,0,0,0,0,4,0,0,0,12,3,0,14,2,0,3,0,0,3,0,2,0,1,0,0,0,0,15,28
6443,118760.7,45,0,1,9,0,0,0,1,1,0,7,2,0,0,0,0,0,0,0,11,3,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,22,0,0,87,6,10,2,0,1,36,2,2,0,7,0,0,2,1,1,0,0,0,0,1,0,4,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,5,16,2,0,0,0,0,0,0,0,0,8,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,31
6482,119547.2,70,4,0,23,0,0,0,1,0,1,12,1,1,1,2,0,0,2,1,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,2,0,0,40,0,0,24,37,3,1,2,0,23,0,3,0,2,0,0,3,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0,0,0,3,10,17,0,0,0,0,0,0,0,0,0,8,4,1,3,7,0,3,0,0,1,0,0,0,0,2,0,3,0,35,82
6515,120190.6,5,1,0,67,1,0,3,3,0,4,1,0,0,0,0,0,0,0,0,24,8,0,0,0,0,1,2,0,0,2,1,0,0,0,2,1,0,0,2,0,0,0,0,60,0,0,120,0,7,0,0,0,9,5,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,4,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,16,3
6553,120787,13,0,1,30,0,0,2,0,0,1,1,0,0,0,1,1,0,0,0,19,10,0,0,0,3,0,5,1,2,1,0,0,0,0,1,2,0,1,0,0,0,0,0,73,0,0,75,0,4,0,1,0,11,5,2,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,5,25,0,3,0,0,1,0,0,0,0,16,1,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,12,1
6606,121607.2,64,0,0,46,0,0,0,2,0,1,5,0,0,0,0,0,0,0,0,11,21,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,32,0,0,71,0,2,0,0,2,8,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,4,7,62,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,1
6649,122274.4,16,0,0,60,0,0,1,4,0,1,6,0,1,2,0,0,0,0,0,12,19,0,0,0,3,0,4,0,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,28,0,0,51,0,0,0,0,0,18,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,86,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,5,1
6675,122671.2,37,2,0,119,0,0,1,3,0,4,3,3,0,0,0,0,0,0,0,6,11,0,0,0,2,0,0,0,0,8,0,0,0,0,0,4,0,0,3,0,1,0,0,22,0,0,20,0,1,0,0,0,5,2,2,0,2,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,3,1,9,78,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,4,0,4,1,0,0,0,0,27,133
6693,122942.9,22,1,0,39,0,0,0,1,1,1,5,0,0,0,5,0,0,2,0,9,2,0,0,0,2,0,6,1,0,4,0,2,0,0,2,1,0,0,0,0,0,0,0,27,0,0,93,0,0,0,1,0,12,4,0,0,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,7,122,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,26,261
6711,123213.8,30,1,0,34,0,0,2,2,0,2,2,1,0,0,0,0,0,2,1,10,13,0,0,0,1,2,1,0,0,3,0,0,0,0,0,1,0,0,2,0,0,4,0,39,0,0,67,1,3,0,1,0,12,0,0,0,5,0,0,1,3,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,90,0,3,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,22,133
6721,123363.9,27,0,0,92,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,12,15,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,4,5,2,61,0,0,58,2,2,2,0,0,19,2,0,0,3,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,44,0,2,0,0,0,0,0,0,0,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,26,320
6735,123573.2,22,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,3,0,14,0,0,113,0,3,0,0,0,24,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,4,7,0,1,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,294
6827,124848.8,27,0,0,78,0,0,0,0,1,0,2,0,0,0,3,0,0,0,1,17,5,0,0,0,1,0,3,0,0,15,0,0,0,0,0,6,0,0,4,0,2,0,0,42,0,0,43,0,5,0,0,0,51,3,0,0,3,1,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,5,0,0,1,0,11,9,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,1,36,0,1,0,0,0,0,0,60,35
6847,125110,21,0,0,5,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,214,0,0,1,14,5,0,0,0,35,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,7,0,4,0,0,0,0,0,0,0,2,0,0,0,16,0,0,0,0,0,8,0,0,0,0,0,0,0,3,11
6854,125205.7,17,1,0,83,0,0,0,3,0,0,4,0,0,0,1,0,0,2,0,3,7,0,3,1,4,0,0,0,0,9,0,0,0,0,0,3,0,0,11,0,1,1,0,47,0,0,41,0,0,0,2,1,10,1,0,0,2,1,0,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,6,0,0,0,0,2,0,3,0,0,2,2,15,23,1,0,0,0,0,0,0,0,0,14,17,0,0,2,0,0,0,0,0,49,1,2,0,0,0,0,0,32,13
6874,125476.3,26,0,0,13,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,12,2,3,0,0,0,39,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,40,3,0,2,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22
6897,125785.6,46,0,0,70,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,3,11,0,0,0,0,2,2,0,0,4,0,0,0,0,1,0,0,0,1,0,0,1,0,14,0,0,75,1,1,0,0,0,10,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,30,0,1,0,0,0,0,0,0,2,4,2,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,0,17,20
6911,125975.8,41,0,0,90,0,0,0,3,0,0,2,4,0,0,0,0,0,3,0,6,20,0,0,0,2,0,2,0,0,2,0,0,0,0,2,2,0,0,0,0,0,2,0,100,0,0,25,6,0,0,0,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,35,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,72
6912,125989.1,20,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,223,0,0,2,4,3,0,0,0,45,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,2,42
6923,126136.8,41,1,0,5,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,216,0,0,7,1,3,0,0,0,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,16,8,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,51
6935,126303.9,40,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,185,0,0,8,10,8,0,0,0,40,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,7,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,160
6942,126390.5,46,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,193,0,0,1,21,5,0,0,0,38,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,12,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,196
6946,126448.8,41,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,165,0,0,9,23,20,0,0,0,38,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,248
6961,126654,60,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,1,0,0,4,0,0,0,0,4,2,0,0,0,0,0,4,0,197,0,0,5,8,5,0,0,0,44,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,15,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,237
6964,126690.4,41,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,1,0,188,0,0,7,14,3,0,0,0,60,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,215
6968,126747.1,44,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,3,0,0,0,0,1,3,0,1,0,0,0,2,0,197,0,0,25,18,4,0,0,0,43,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,129
6982,126937,77,3,0,15,0,0,0,0,1,0,2,6,0,0,1,0,0,2,0,2,22,0,0,0,2,3,1,0,0,3,0,0,0,0,3,0,0,0,3,1,1,5,0,129,0,0,102,2,3,0,1,0,37,7,2,0,0,1,0,1,2,1,0,0,0,0,0,0,3,0,0,8,0,0,0,1,3,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,6,7,8,1,2,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,29,163
6985,126980.1,38,0,0,5,0,0,2,1,0,0,2,0,0,1,0,0,0,0,0,18,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,3,2,2,4,0,131,0,0,34,9,11,0,1,0,48,2,2,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,10,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,296
6991,127060.4,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,189,0,0,5,19,12,0,0,0,91,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,146
7006,127265.1,14,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,164,0,0,15,5,8,0,0,0,171,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
7021,127457.6,22,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,12,5,3,0,0,0,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,81
7025,127505.4,22,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,223,0,0,24,0,8,0,0,0,75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,138
7028,127541.7,18,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,173,0,0,42,2,8,0,0,0,108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,3,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,100
7029,127553.3,34,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,16,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,156,0,0,15,6,11,0,0,0,60,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,1,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,100
7039,127678.4,79,0,0,80,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,2,26,0,0,0,2,0,2,0,0,3,0,5,0,0,0,2,0,0,0,4,2,2,0,160,0,0,16,34,2,0,0,0,66,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,6,0,2,0,2,0,2,0,0,2,0,0,0,0,6,0,0,0,0,0,0,8,0,0,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,650
7050,127814.3,46,0,0,60,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,7,19,0,0,0,0,1,1,0,1,3,0,1,0,0,0,1,0,0,2,0,0,0,0,65,0,0,26,4,6,0,1,0,61,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,22,222
7067,128021,81,1,0,35,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,4,0,2,0,0,0,2,0,0,4,2,2,2,0,78,0,0,49,14,5,0,0,0,67,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,26,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,94
7071,128071.6,52,0,0,68,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,12,8,0,3,0,3,0,0,0,0,2,0,0,0,0,0,1,0,0,4,1,1,2,0,89,0,0,23,4,4,0,1,0,39,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,15,4,0,1,0,0,0,0,0,0,0,2,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,15,75
7075,128117.9,77,0,0,90,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,6,5,0,1,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,3,1,1,3,0,59,0,0,23,3,3,0,0,0,42,2,2,0,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,35,8,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,12,34
7082,128204,70,0,0,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,45,0,0,20,4,2,0,0,0,38,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,32,39,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,94
7086,128253.7,30,0,0,35,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,15,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,3,0,30,0,0,46,4,3,0,0,0,45,8,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,34,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,86
7093,128341.2,20,0,0,31,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,4,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,3,0,0,7,0,80,0,0,12,10,4,0,0,0,80,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,9,109
7097,128392.1,9,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,192,0,0,7,10,5,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,101
7107,128520.6,9,1,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,10,4,2,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
7132,128828.1,30,0,0,5,1,0,0,1,1,0,5,0,0,1,0,0,0,0,0,14,19,0,0,0,4,0,0,0,0,6,0,0,0,0,0,3,0,0,3,0,5,0,0,70,0,0,75,1,2,0,1,0,42,9,3,0,1,0,0,7,0,0,0,0,0,0,2,0,5,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,0,0,5,3,19,22,0,4,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,16,8
