depth.cm,AgeCal,Pinus,Abies,Cedrus,Juniperus,Picea,Taxus,Betula,Corylus,Alnus,Carpinus,Salix,Ulmus,Populus,Acer,Fraxinus,Fagus,Tilia,Juglans,Castanea,Semideciduous.Quercus,Evergreen.Quercus,Ilex.Aquifolium,Sambucus,Viburnum,Tamarix,Buxus,Oleaceae,Pistacia,Rhamnus,Ephedra,Myrtus,Thymelaea,Myrica,Arbutus.unedo,Ericaceae,Rosaceae,Ribes,Sanguisorba,Genista,Cistaceae,Helianthemum,Lamiaceae,Hedera.helix,Poaceae,Cerealia,Lygeum.spartum,Artemisia,Cichorioideae,Asteroidae,Carduae,Centaurea,Rubiaceae,Chenopodiaceae,Caryophyllaceae,Plantago,Resedaceae,Brassicaceae,Gentiana,Saxifragaceae,Fabaceae,Lotus.t,Trifolium.t,Fumariaceae,Potentilla,Filipendula,Boraginaceae,Linum,Corydalis,Urticaceae,Cannabis.Humulus.t,Mentha.t,Rumex,Plumbaginaceae,Berberidaceae,Euphorbiaceae,Primulaceae,Scrophulariaceae,Papaver,Geraniaceae,Campanulaceae,Dipsacaceae,Malvaceae,Violaceae,Valerianaceae,Convolvulaceae,Polygonaceae,Liliaceae,Asphodelus,Iridaceae,Crocus.t,Colchicum,Crassulaceae,Epilobium,Aristolochia,Orobanche,Onagraceae,Apiaceae,Ranunculaceae,Cyperaceae,Typhaceae,Juncus,Sparganium,Thalictrum,Lythrum,Stratiotes,Utricularia,Ledum.palustre,Ranunculus,Pedicularis,Myriophyllum,Lemna,Nymphaea,Nuphar,Potamogeton,Isoetes,Alisma,Callitriche,Asplenium,Spora.monolete.ornate,Spora.monolete,Spora.trilete.ornate,Spora.trilete,Polypodium,Botrychium,Pteris,Equisetum,Selaginella,Undet,Lycopodium
4466,77950.7,106,0,0,17,0,0,0,3,0,2,0,5,0,0,0,2,0,11,0,7,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,75,0,0,53,4,1,0,0,1,4,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,11,16,0,0,0,0,0,0,7,0,26,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,7,3
4484,78145.2,33,1,1,10,0,0,4,4,0,6,0,1,0,0,0,2,0,4,0,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,4,0,0,54,0,0,92,2,1,2,0,0,10,2,2,0,1,0,0,8,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,33,2,5,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27
4514,78468.6,68,0,1,10,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,145,0,2,16,1,3,0,1,0,11,0,1,0,1,1,0,7,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,19,23,3,0,0,0,0,1,0,0,0,0,6,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,60,0
4529,78624.9,27,1,2,5,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,127,0,0,17,2,0,0,0,0,5,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,75,19,19,0,0,0,0,0,0,3,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
4539,78728.2,30,0,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,4,4,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,2,0,25,0,0,37,3,2,1,0,1,7,1,1,0,1,2,0,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,90,5,26,0,1,0,0,0,0,3,0,2,0,0,0,1,0,1,0,0,0,108,0,0,0,0,0,0,0,10,22
4612,79501.5,34,0,0,7,0,0,1,1,0,1,2,1,0,0,1,0,0,4,0,0,3,0,0,0,6,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,1,7,0,31,0,0,75,12,7,4,0,0,10,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,42,17,5,0,1,0,0,0,0,2,0,36,0,0,0,2,0,0,0,0,0,42,0,0,0,0,0,0,0,8,3
4632,79708,46,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,5,0,0,0,0,1,5,0,0,0,2,0,4,0,25,0,0,51,13,8,1,5,0,53,0,2,0,1,1,0,8,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,13,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,68,0,1,0,0,0,0,0,5,270
4652,79925.7,39,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,6,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,8,0,26,0,0,57,13,4,5,0,1,20,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,17,4,2,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,30,0,4,0,0,0,0,0,3,520
4726,80714.2,47,1,2,27,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,45,0,0,0,2,0,2,0,0,5,0,0,0,0,0,12,0,0,15,0,5,10,0,31,0,0,13,22,2,1,1,1,28,3,0,0,2,1,1,3,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,7,5,0,0,0,0,0,0,0,0,0,2,0,0,7,7,0,1,0,0,0,5,1,0,0,0,0,0,0,31,57
4765,81138.2,12,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,31,0,0,0,2,0,0,0,0,1,0,0,0,0,0,4,0,0,12,0,0,4,0,21,0,0,6,10,1,0,1,0,199,0,1,0,2,0,0,3,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12
4785,81358.7,0,0,0,12,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,10,13,0,0,0,9,0,1,0,0,5,0,0,0,0,0,5,0,0,11,1,0,10,0,25,0,0,38,13,10,2,4,1,14,2,0,0,5,5,0,20,0,2,0,0,0,3,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,26,4,7,0,7,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,19,39
4809,81623.3,89,0,0,118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,7,2,0,4,0,56,0,0,8,8,4,1,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,17,0,0,0,0,0,0,0,15,280
4828,81835,163,0,1,15,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,3,0,0,0,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,23,0,0,14,24,1,1,2,0,14,1,1,0,3,1,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,14,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,1,0,0,0,0,0,8,173
4924,82893.5,79,3,2,41,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,8,0,3,9,0,93,0,0,38,2,3,5,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,30,13,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4
5004,83775.9,19,0,1,40,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,14,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,5,5,0,182,0,0,2,3,1,2,0,0,6,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,16,13,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14
5047,84637.1,316,0,0,51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,4,2,39,0,0,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
5063,84990.7,45,0,0,21,0,0,0,2,0,5,0,0,0,0,0,0,0,10,0,8,20,0,0,0,2,0,2,0,0,2,0,1,0,0,4,0,0,0,2,2,2,4,0,39,0,0,57,2,1,2,0,0,16,2,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,188,57,5,0,3,0,0,0,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0
5120,86230.5,23,1,0,85,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,16,0,0,5,2,0,0,0,0,1,0,0,0,0,0,1,0,0,9,0,8,5,0,95,0,0,21,20,0,1,0,0,14,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,17,76,0,2,0,0,0,0,0,0,0,12,0,0,3,13,0,0,0,0,0,3,0,0,0,0,0,0,0,24,1
5161,87105.7,106,0,2,45,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,14,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,6,0,42,0,0,44,10,0,0,0,0,5,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,3,0,0,0,1,10,65,0,0,0,0,0,0,0,0,0,14,0,0,1,2,0,0,0,0,0,10,0,0,0,0,1,0,0,4,147
5198,87895.4,21,0,0,24,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,5,1,0,0,0,3,3,5,0,0,2,0,0,0,0,0,4,0,0,0,0,0,13,0,35,0,0,13,5,3,0,0,0,7,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,7,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,10,3,15,0,0,1,0,0,0,0,0,1,4,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,21,17
5430,93808.8,78,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,58,0,0,0,42,4,3,0,0,17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,24,105
5473,94979.1,32,0,1,71,0,0,0,1,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,30,0,0,8,4,2,1,0,0,33,2,0,0,5,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,9,0,0,0,0,0,0,0,0,15,76,4,0,0,1,1,0,0,0,0,1,0,7,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,17,17
5500,95716.6,46,0,0,80,0,0,0,0,0,23,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,2,2,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,28,0,0,14,0,1,0,0,0,3,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,1,6,26,1,0,0,2,0,0,0,0,0,0,38,2,0,0,1,4,0,0,0,2,2,1,0,0,0,0,0,0,37,7
5518,96188,18,2,1,113,0,0,2,0,2,5,2,3,0,0,0,1,0,4,0,2,2,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,50,0,0,31,0,0,1,1,0,6,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,3,14,11,0,0,0,0,0,0,0,0,2,20,0,0,0,9,0,0,0,0,1,4,0,0,0,0,0,0,0,14,7
5586,98027.5,97,1,1,18,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,1,5,0,1,2,0,0,1,0,0,1,0,0,0,0,0,3,0,0,1,0,0,2,0,70,0,0,26,25,10,0,0,1,67,1,0,0,1,1,0,1,0,0,0,1,0,0,2,0,1,0,0,3,0,0,0,0,6,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,10,93,67,3,1,0,0,0,0,0,0,0,6,12,0,4,7,0,0,0,0,0,1,0,0,0,0,0,0,0,15,66
5611,98709.7,41,0,0,14,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,1,0,43,0,1,5,29,4,0,0,0,59,2,0,0,1,1,0,3,1,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,6,52,44,4,4,0,0,0,0,0,0,0,4,8,0,4,13,0,1,1,0,0,0,0,0,0,0,0,0,0,22,14
5657,99962.7,63,0,0,20,0,1,0,0,0,0,6,2,0,1,0,0,0,0,0,6,13,0,0,1,0,2,0,1,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,142,0,0,70,6,5,0,0,0,25,1,2,0,4,1,0,1,1,3,0,0,0,0,2,0,1,1,0,2,0,0,0,0,12,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,7,36,159,5,4,0,0,0,0,0,0,1,162,6,0,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,15,41
5675,100449.4,88,1,4,17,0,0,0,0,0,2,3,6,0,0,0,0,0,1,0,3,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,38,0,0,27,27,11,0,0,1,56,1,2,0,1,1,0,5,0,1,0,0,0,0,1,0,2,0,0,2,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,74,2,5,0,0,0,0,0,0,0,2,7,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,32
5692,100904.9,60,1,1,12,0,0,0,1,1,0,7,2,0,0,0,0,0,0,0,7,8,0,0,0,1,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,86,0,3,44,18,3,1,0,0,32,0,2,0,2,0,0,2,0,1,0,0,0,1,2,0,4,1,0,3,0,0,0,2,10,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,21,48,1,4,0,0,0,0,0,0,1,60,3,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,15,29
5724,101773.9,27,1,0,26,0,0,0,3,2,0,1,2,0,0,0,0,1,0,0,23,27,0,0,1,3,0,5,0,0,0,0,0,0,0,4,0,0,0,7,0,0,3,0,54,0,0,127,0,5,0,0,0,9,1,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,5,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,10,1,0,0,0,0,0,0,0,0,12,2,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,8,185
5741,102241.3,96,1,3,19,0,0,1,2,1,0,0,2,0,0,0,0,0,0,0,7,23,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,4,0,37,0,0,123,1,3,0,1,0,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,14,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,125
5750,102482.3,45,1,1,22,0,0,0,1,0,1,3,2,0,1,0,0,0,0,0,14,12,0,1,1,1,1,1,1,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,61,0,0,121,11,3,0,0,0,50,5,4,0,2,0,2,1,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,1,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,32,18,2,3,0,0,0,0,0,0,1,102,11,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,25,89
5768,102962.7,64,0,0,73,0,0,0,1,1,1,1,3,0,4,0,0,0,0,0,9,29,0,0,0,1,0,3,0,0,0,0,0,0,0,1,1,0,0,5,0,1,1,0,66,0,0,55,3,7,0,0,0,7,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,9,19,0,1,0,0,0,0,0,0,0,28,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,176
5871,105756.1,12,1,0,73,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,20,17,0,0,0,0,0,5,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,141,2,5,1,0,0,7,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,26,2,0,0,0,0,0,0,0,0,30,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1
5936,107516.1,88,1,1,25,0,0,0,2,0,0,3,1,3,2,0,0,0,0,0,5,3,0,0,1,0,1,1,1,1,6,0,0,0,0,0,1,0,0,2,0,0,0,0,25,0,0,21,46,4,0,0,0,70,6,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,1,26,88,0,3,0,0,0,0,0,0,0,22,6,0,2,8,0,0,6,0,1,2,0,0,0,0,0,0,0,20,444
5951,107923.1,95,3,0,36,0,0,0,0,0,0,11,1,1,2,1,0,0,0,0,8,1,0,1,1,1,0,12,0,0,1,0,0,0,0,1,3,0,0,2,0,0,1,0,24,0,0,14,51,8,0,0,0,53,3,0,0,8,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,29,59,3,1,0,0,0,0,0,0,0,8,20,0,2,13,0,4,0,0,0,4,0,0,0,0,0,0,0,22,44
5979,108683.1,76,2,1,34,0,0,0,1,0,3,1,1,0,1,0,0,1,0,0,7,6,0,0,0,0,1,9,2,0,0,0,1,0,0,0,3,0,0,2,0,2,4,0,38,0,0,21,23,2,0,0,0,49,2,0,0,4,1,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,17,100,2,4,0,0,0,1,0,0,0,2,9,0,2,4,0,2,0,0,1,0,0,0,0,0,0,0,0,30,26
6020,109721.8,79,4,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,82,0,0,26,16,7,0,0,0,6,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,22,26,2,1,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,15,170
6035,110046,62,2,0,46,0,0,1,2,0,0,9,2,0,0,0,0,0,0,0,14,5,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,33,0,0,63,0,3,0,0,0,111,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,1,0,0,0,0,4,9,99,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6
6051,110410.7,37,2,1,40,0,0,0,1,0,1,2,0,0,4,0,0,0,0,0,13,4,0,1,1,1,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,41,0,0,62,3,4,0,0,0,56,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,6,64,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,35
6066,110749,30,0,0,80,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,36,10,0,2,1,3,1,1,0,0,2,0,0,0,0,0,1,0,1,1,0,1,0,0,51,0,0,109,1,5,0,0,0,9,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,74,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15
6096,111417.7,92,2,3,100,0,0,0,0,0,3,1,8,0,0,0,0,0,2,0,5,4,0,0,1,1,2,1,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,55,0,0,41,0,6,1,0,0,6,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,1,6,6,13,0,1,0,0,0,0,0,0,0,32,1,0,1,19,0,2,3,0,0,0,1,0,0,0,0,0,0,35,180
6126,112079.2,71,2,12,53,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,19,14,0,0,0,0,0,0,0,2,3,0,0,0,0,4,5,0,0,4,1,1,0,1,40,0,0,71,0,13,0,1,0,19,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,17,2,0,0,1,0,0,0,4,6,9,0,2,0,0,0,0,0,0,0,0,7,1,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,35,6
6143,112458.6,150,10,2,74,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,5,0,0,0,0,0,2,0,0,1,0,0,0,1,60,0,0,15,75,5,1,0,0,7,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,2,13,9,2,0,0,0,0,0,0,0,0,6,1,1,4,5,0,1,0,0,0,1,0,1,0,0,0,0,0,25,187
6175,113175.1,56,3,0,53,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,20,9,0,1,0,2,0,0,1,1,4,0,0,0,0,0,1,0,0,6,0,3,1,1,35,0,0,83,0,2,0,1,0,10,0,2,0,8,0,0,1,1,1,0,0,0,0,1,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,12,0,0,0,4,0,0,0,4,21,3,0,0,0,0,0,0,0,0,0,0,15,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,35,1
6190,113513,84,3,3,71,1,0,0,0,0,0,3,5,4,1,1,0,0,0,0,18,17,0,0,0,0,0,3,0,0,5,0,0,0,0,1,3,0,0,3,0,0,0,0,39,0,0,52,1,4,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,8,0,0,0,8,14,8,2,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,30,29
6206,113866.9,111,11,0,105,0,0,2,1,0,0,10,1,0,1,3,1,0,1,0,29,24,0,2,3,0,1,3,0,0,8,0,0,0,0,3,4,0,0,3,0,0,0,2,123,0,0,86,6,12,0,1,0,14,1,1,0,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,5,22,74,4,1,0,0,0,0,0,0,2,10,5,0,5,6,0,2,0,0,0,0,0,1,0,0,0,0,0,32,24
6230,114396.6,33,4,0,67,0,0,1,0,1,1,5,1,0,1,0,0,0,0,0,22,7,1,1,1,2,0,2,0,1,1,0,0,1,0,2,4,0,0,0,0,0,0,5,53,0,0,29,9,6,0,0,0,8,0,0,0,1,0,1,3,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,29,6,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,2,0,0,1,0,0,0,60,5
6260,115062.8,5,0,0,31,0,0,2,0,1,0,3,3,0,1,1,0,0,0,0,29,20,0,2,2,2,0,3,0,0,1,1,0,0,0,0,1,0,1,4,0,0,0,2,38,0,0,127,0,1,0,1,0,18,1,0,0,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,15,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,10,1
