AgeCal (Valero-Garces et al 2019),Composite depth (cm),MS
21722.9,556.10,4.79823778
21732.1,556.50,5.00150946
21738.6,556.80,5.9274801
21747.5,557.20,5.54613388
21756.5,557.60,4.68198266
21765.5,558.00,3.55511311
21789.9,559.10,5.62914437
21803.7,559.70,6.44805419
21817.2,560.30,6.12429707
21828.6,560.80,5.46082048
21842.1,561.40,3.8008305
21855.6,562.00,4.28985139
21868.9,562.60,3.31671046
21880.2,563.10,3.76674507
21893.7,563.70,5.87599796
21907.2,564.30,8.04394228
22136.4,574.50,7.41005691
22150,575.10,9.53358848
22161.3,575.60,9.01809475
22174.6,576.20,7.77532326
22188.2,576.80,6.51809475
22199.6,577.30,6.13856197
22213,577.90,6.57599796
22226.3,578.50,6.5241889
22239.8,579.10,8.23035968
22251.2,579.60,8.31809475
22264.8,580.20,8.15285166
22278.1,580.80,7.62429707
22289,581.30,7.47599796
22302.4,581.90,7.79587007
22315.8,582.50,7.97532326
22327,583.00,8.16082048
22340.5,583.60,8.20440494
22354,584.20,6.47649445
22365.2,584.70,7.33487593
22378.6,585.30,7.25344728
22391.8,585.90,7.23505537
22403.1,586.40,8.11574227
22416.5,587.00,9.64628779
22429.9,587.60,8.39587007
22443.5,588.20,7.88553133
22454.7,588.70,7.22693889
22468.3,589.30,7.81340558
22481.9,589.90,8.11662577
22493.3,590.40,9.03012036
22507,591.00,8.32429707
22520.6,591.60,9.24394228
22531.5,592.10,7.94120124
22545.1,592.70,8.05363559
22558.6,593.30,8.52429707
22570,593.80,8.38165055
22583.7,594.40,8.30403826
22597.1,595.00,8.04805419
22610.6,595.60,7.98553133
22621.8,596.10,7.84805419
22635.1,596.70,7.12181238
22648.4,597.30,7.57599796
22659.8,597.80,6.97599796
22673.1,598.40,7.29962642
22686.6,599.00,7.48490627
22697.8,599.50,7.33856197
22711.4,600.10,7.01662577
22725.2,600.70,6.4671662
22736.4,601.20,6.48553133
22749.8,601.80,7.38239366
22763.3,602.40,7.64411713
22774.5,602.90,7.47599796
22788,603.50,7.90440494
22801.6,604.10,7.24821861
22815.1,604.70,6.36201404
22826.4,605.20,7.02914437
22839.9,605.80,6.9717029
22853.2,606.40,7.78985139
22864.4,606.90,8.63012036
22877.8,607.50,8.24821861
22891,608.10,8.37619362
22902.3,608.60,8.00808003
22915.8,609.20,7.41477639
22929.4,609.80,6.82429707
22941,610.30,7.67619362
22954.3,610.90,8.13025769
22967.9,611.50,7.96080854
22981.3,612.10,7.05363559
22992.7,612.60,7.50440494
23006.1,613.20,7.42914437
23019.7,613.80,7.22914437
23030.7,614.30,7.03358848
23044.1,614.90,6.89962642
23057.8,615.50,6.3842921
23069.5,616.00,5.54150772
23082.5,616.60,7.56907016
23096,617.20,6.09962642
23107.1,617.70,4.21741055
23120.5,618.30,3.94042287
23133.8,618.90,3.97510756
23145.2,619.40,3.22664759
23158.6,620.00,3.69005588
23172,620.60,4.51748029
23185.4,621.20,4.03681348
23196.6,621.70,3.93103212
23210,622.30,3.69242915
23223.3,622.90,3.15883545
23234.5,623.40,1.76109992
23306.4,626.60,1.00931996
23315.2,627.00,3.13505537
23324.3,627.40,3.3998625
23335.5,627.90,2.62199924
23344.4,628.30,3.50931996
23353.4,628.70,4.2525074
23373.7,629.60,4.36076205
23382.7,630.00,3.69911852
23393.9,630.50,2.87822893
23402.9,630.90,2.99094557
23411.8,631.30,3.1696348
23421,631.70,3.4217741
23432.3,632.20,2.77524325
23441.5,632.60,2.40373652
23450.4,633.00,2.67730435
23461.6,633.50,2.75648642
23470.3,633.90,2.97702391
23479.3,634.30,2.84379279
23490.4,634.80,3.2536698
23499.4,635.20,2.70021465
23508.2,635.60,3.04962264
23517.3,636.00,3.04701299
23528.3,636.50,4.28488217
23537.3,636.90,3.41741055
23546.4,637.30,2.91651653
23557.6,637.80,2.93838026
23566.6,638.20,3.74587478
23575.4,638.60,3.75883545
23586.7,639.10,3.5934791
23595.8,639.50,4.43838026
23604.9,639.90,5.63838026
23613.7,640.30,5.52862133
23624.9,640.80,4.94815348
23633.9,641.20,4.61887667
23642.7,641.60,4.23838026
23654.1,642.10,4.10914623
23663.1,642.50,4.55164332
23672.2,642.90,4.59723508
23683.4,643.40,4.45164332
23692.1,643.80,4.56684654
23701.1,644.20,4.98150723
23710.1,644.60,5.81203
23721.3,645.10,4.95164332
23730.1,645.50,5.04171807
23739.2,645.90,4.35164332
23750.4,646.40,3.2934791
23759.4,646.80,2.49581766
23768.5,647.20,2.92199924
23779.6,647.70,3.45648642
23788.8,648.10,4.76651027
23797.9,648.50,4.5572987
23806.9,648.90,1.37649445
23818.2,649.40,4.9903862
23827.2,649.80,5.20867202
23836.3,650.20,6.00106232
23847.5,650.70,5.3124653
23856.6,651.10,5.64815348
23865.7,651.50,6.9934791
23876.8,652.00,5.8939044
23885.9,652.40,4.2939044
23895,652.80,4.42664759
23903.9,653.20,3.62199924
23915.3,653.70,3.17702391
23924.2,654.10,2.85883545
23933.1,654.50,3.26154248
23944,655.00,4.90304129
23952.9,655.40,5.41767665
23961.8,655.80,5.95636446
23973.1,656.30,3.87702391
23982.2,656.70,3.78738991
23991,657.10,3.5939044
23999.9,657.50,3.98708371
24011,658.00,3.12264453
24019.9,658.40,2.80867202
24028.9,658.80,3.55118293
24040.1,659.30,3.50304129
24049,659.70,2.75675055
24057.9,660.10,1.60128141
24069.1,660.60,1.18559204
24077.8,661.00,4.19856815
24086.8,661.40,4.51203
24095.7,661.80,9.69726263
24107,662.30,10.0600914
24116.1,662.70,8.78990728
24125,663.10,8.37215609
24136.3,663.60,8.41061249
24145.2,664.00,8.46133264
24154.3,664.40,6.82933415
24165.3,664.90,7.60624633
24174.1,665.30,7.74714256
24183.4,665.70,7.04714256
24194.6,666.20,6.88532713
24634.7,685.80,6.03645236
24650.3,686.50,3.81796477
24666,687.20,4.35132161
24681.4,687.90,3.257875
24694.8,688.50,2.67686767
24710.7,689.20,3.7834349
24726.3,689.90,2.85510843
24742,690.60,1.98874291
24757.8,691.30,2.4919132
24772.6,692.00,2.86901754
24786.2,692.60,1.19000602
24801.8,693.30,1.19938353
24817.5,694.00,3.05891337
24833,694.70,3.20784175
24848.5,695.40,3.71632467
24861.4,696.00,3.9834349
24876.8,696.70,3.28660138
24892.3,697.40,2.99408718
24907.8,698.10,1.69000602
24923.4,698.80,3.34823221
24939.1,699.50,1.92671718
24952.4,700.10,6.48289887
24967.8,700.80,8.00613556
24983.2,701.50,5.52165077
24998.6,702.20,3.25279216
25014.6,702.90,1.38145653
25027.7,703.50,1.36641231
25043.2,704.20,4.16407059
25058.8,704.90,7.91194655
25074.5,705.60,6.18108849
25089.9,706.30,2.36454991
25105.6,707.00,7.35447888
25119.2,707.60,5.47997639
25134.9,708.30,2.36037511
25150.6,709.00,2.54457052
25166.5,709.70,1.74792661
25182.3,710.40,4.97487709
25195,711.00,4.68275466
25210.3,711.70,4.24591198
25225.6,712.40,4.26037511
25241,713.10,5.71076389
25256.2,713.80,6.12312074
25272,714.50,8.50885258
25284.9,715.10,7.54496815
25315.2,716.50,8.28516121
25330.8,717.20,9.60183749
25346.2,717.90,7.64154218
25359.4,718.50,10.1475781
25375.1,719.20,9.03747795
25390.6,719.90,10.4533213
25405.9,720.60,9.8612963
25421.4,721.30,8.5546359
25437,722.00,10.5743665
25450.3,722.60,9.73508871
25481.1,724.00,10.2914378
25496.5,724.70,11.0709816
25512.2,725.40,9.26298738
25525.4,726.00,12.3660441
25540.8,726.70,11.7018468
25556.3,727.40,12.108968
25572,728.10,11.8533213
25587.2,728.80,11.1810885
25602.9,729.50,11.5633737
25614,730.00,9.83202979
25616.1,730.10,11.2988098
25625.1,730.50,9.32755869
25631.5,730.80,9.05327174
25635.9,731.00,10.0793931
25645.1,731.40,10.6743665
25647.2,731.50,10.4633737
25656.2,731.90,9.09726263
25663,732.20,9.65920867
25667.6,732.40,6.33546325
25678.7,732.90,6.43697422
25687.5,733.30,8.00184677
25692,733.50,5.76507484
25698.6,733.80,6.79370617
25707.9,734.20,7.73243827
25710,734.30,7.53243827
25720.9,734.80,7.65229378
25723.2,734.90,7.68559204
25729.8,735.20,7.51548035
25738.5,735.60,7.78786963
25740.8,735.70,7.1219093
25751.5,736.20,7.05229378
25753.7,736.30,7.67076176
25762.8,736.70,8.14838419
25769.5,737.00,7.83808367
25771.8,737.10,7.25067962
25782.6,737.60,7.38170148
25793.9,738.10,7.20701855
25798.4,738.30,6.80701855
25805.1,738.60,6.84391694
25813.7,739.00,6.38170148
25824.8,739.50,5.82222524
25829.3,739.70,6.57930989
25836,740.00,6.94518683
25845,740.40,7.26109992
25847.3,740.50,7.08786963
25858.4,741.00,6.87316464
25867.1,741.40,6.44557522
25873.7,741.70,7.47056042
25878,741.90,7.06103143
25889.2,742.40,7.75430065
25900,742.90,8.201751
25904.5,743.10,8.38567188
25909,743.30,8.33015852
25920.1,743.80,8.78612312
25931.2,744.30,7.44283127
25935.6,744.50,7.8037411
25942.4,744.80,7.59316103
25949,745.10,7.34630612
25951.2,745.20,7.90327393
25962.4,745.70,7.00822901
25973.5,746.20,7.18612312
25984.8,746.70,7.62574821
25993.5,747.10,7.08135182
26004.5,747.60,7.05363959
26015.7,748.10,6.87764809
26027,748.60,6.09370617
26035.8,749.00,6.17056042
26047.1,749.50,5.98686315
26058.3,750.00,6.27316464
26069.2,750.50,6.00220064
26080.5,751.00,6.09856815
26089.3,751.40,6.74391694
26100.2,751.90,8.02395358
26111.4,752.40,7.65370026
26122.4,752.90,7.27930989
26131.2,753.30,6.79644101
26142.5,753.80,7.24379279
26153.6,754.30,7.3337042
26164.6,754.80,8.06977126
26173.3,755.20,7.44518683
26184.4,755.70,7.19012914
26195.6,756.20,6.73555132
26206.7,756.70,6.49911852
26215.6,757.10,6.25663335
26226.6,757.60,5.89370617
26237.2,758.10,6.0696348
26248.2,758.60,5.90194228
26256.9,759.00,5.66247118
26267.9,759.50,5.22574821
26278.8,760.00,5.29370617
26290.1,760.50,5.29370617
26301.2,761.00,5.29370617
26305.8,761.40,5.75430065
26311.8,761.90,5.25067962
26317.8,762.40,5.81549688
26324,762.90,4.97056042
26328.4,763.30,4.09911852
26334,763.80,4.5648935
26340,764.30,4.44014598
26346.3,764.80,3.68686315
26350.7,765.20,3.85663335
26356.6,765.70,3.93191871
26362.6,766.20,4.31885367
26368.6,766.70,4.4219093
26373.1,767.10,4.7648935
26379.4,767.60,4.56488015
26385.2,768.10,4.59012914
26391.2,768.60,4.0648935
26395.6,769.00,4.83243827
26401.5,769.50,5.20502406
26407.1,770.00,4.81052159
26413,770.50,3.71014595
26418.6,771.00,2.30457566
26423.2,771.40,7.40294608
26428.8,771.90,6.50141467
26434.7,772.40,4.88622851
26441,772.90,6.18173495
26445.7,773.30,6.20150946
26451.7,773.80,5.46454991
26457.9,774.30,6.79242587
26464,774.80,4.23940423
26468.7,775.20,7.0384895
26474.4,775.70,5.03600601
26480.5,776.20,6.09814716
26486.8,776.70,6.60398213
26491.6,777.10,5.95132161
26497.7,777.60,6.53303157
26503.6,778.10,4.85652136
26509.3,778.60,6.51229917
26513.6,779.00,6.23303157
26519.5,779.50,5.31998485
26525.9,780.00,6.4971609
26532.1,780.50,6.50298996
26538.1,781.00,5.09033141
26543,781.40,5.1090826
26548.6,781.90,4.98287918
26554.5,782.40,5.09814716
26560.2,782.90,4.49096567
26564.5,783.30,5.28379353
26569.9,783.80,5.20549559
26575.3,784.30,5.66392759
26581.2,784.80,3.8579127
26585.9,785.20,5.33221021
26591.9,785.70,5.60131541
26598.1,786.20,4.83546325
26604.4,786.70,6.6104425
26608.9,787.10,4.65598989
26614.9,787.60,3.05132161
26621,788.10,4.63546325
26627.2,788.60,4.81591062
26643.6,790.00,3.31933442
26650.3,790.50,5.60131541
26656.5,791.00,4.95598989
26662.4,791.50,4.45215908
26667.8,792.00,6.06031403
26673.6,792.50,5.36588552
26679.7,793.00,4.10275518
26685.5,793.50,6.24496815
26691.6,794.00,6.56060023
26697.2,794.50,5.26027203
26703.5,795.00,4.82501458
26709.3,795.50,5.70474663
26714.9,796.00,5.68431765
26720.8,796.50,5.59242587
26727.1,797.00,5.58365498
26733.1,797.50,5.58601344
26739,798.00,5.12501458
26745.5,798.50,6.25921311
26751.6,799.00,6.33221021
26757.7,799.50,6.39488736
26763.9,800.00,5.43221021
26769.9,800.50,4.06595843
26776,801.00,5.25598989
26782,801.50,6.75807825
26788,802.00,5.77997639
26793.9,802.50,4.81223349
26799.9,803.00,5.37655574
26805.9,803.50,5.44239938
26812.1,804.00,5.22326383
26817.9,804.50,4.96656807
26823.6,805.00,4.93303157
26829.6,805.50,4.06595843
26835.8,806.00,4.41229917
26841.5,806.50,4.17259023
26847.5,807.00,4.11229917
26853.1,807.50,4.31780546
26859,808.00,4.61591062
26865.1,808.50,5.17955207
26871.5,809.00,5.96060023
26877.8,809.50,5.97655574
26884,810.00,3.87218925
26890.4,810.50,5.25921311
26896.5,811.00,5.10474663
26902,811.50,5.03546325
26908.1,812.00,5.38213426
26914.2,812.50,5.19926923
26919.9,813.00,5.33202979
26926,813.50,5.18516121
26932.1,814.00,5.3104425
26938.2,814.50,5.08574604
26944.3,815.00,4.82217811
26950,815.50,5.57939312
26956.1,816.00,5.07270309
26962.1,816.50,6.34643575
26968.4,817.00,3.17693098
26974.5,817.50,3.16654406
26980.5,818.00,2.86060023
26986.6,818.50,3.38800882
26992.6,819.00,4.62933415
26998.7,819.50,5.71249199
27004.4,820.00,3.17922279
27010.7,820.50,4.74714256
27017.1,821.00,5.685824
27023.2,821.50,2.30346078
27029.6,822.00,4.83857963
27035.9,822.50,4.45525214
27042,823.00,6.31249199
27048,823.50,6.13778808
27054.1,824.00,5.66109797
27060.2,824.50,5.1368873
27066.3,825.00,3.87655574
27072.4,825.50,3.58275466
27078.4,826.00,5.20730466
27084.7,826.50,4.64407568
27091.1,827.00,4.17487709
27096.8,827.50,3.75921311
27103.2,828.00,5.45352785
27109.4,828.50,5.63594762
27115.6,829.00,5.88289887
27121.7,829.50,5.89571427
27128,830.00,7.17130001
27134,830.50,3.79701911
27140,831.00,3.66194164
27146.3,831.50,3.25895702
27152.6,832.00,3.13563024
27158.5,832.50,3.361571
27164.6,833.00,2.8672906
27170.3,833.50,3.70304129
27176.6,834.00,6.29276071
27182.2,834.50,4.92647986
27188.2,835.00,3.46280255
27195,835.50,3.79529218
27200.9,836.00,3.45251744
27207.3,836.50,5.12984361
27213.4,837.00,3.45702805
27220.1,837.50,3.37933984
27225.8,838.00,3.00336419
27231.8,838.50,2.95895702
27237.8,839.00,3.82153271
27243.3,839.50,4.69722497
27249.9,840.00,5.31374799
27256.3,840.50,6.03472991
27262.8,841.00,5.29282972
27269.6,841.50,5.11755301
27275,842.00,4.82374722
27281.1,842.50,5.84599479
27287,843.00,5.46684654
27293.9,843.50,5.91755301
27300.1,844.00,6.19723508
27306.1,844.50,7.08217341
27312.3,845.00,7.54121697
27318.8,845.50,7.02984361
27325.1,846.00,5.86553446
27331.3,846.50,5.71374799
27337.9,847.00,4.34599479
27349.9,848.00,4.88217341
27356.2,848.50,5.3719748
27362.6,849.00,5.20328092
27456,856.50,4.41494803
27461.7,857.00,4.81253072
27467.9,857.50,4.94599479
27474.3,858.00,4.72773987
27480.2,858.50,4.76104724
27486.4,859.00,4.46158325
27492.3,859.50,4.70328092
27498.2,860.00,4.26158325
27504,860.50,4.81568752
27510.4,861.00,4.41400967
27516,861.50,5.29432809
27522.1,862.00,4.8719748
27528.3,862.50,4.34524482
27534.6,863.00,4.24524482
27540.5,863.50,4.54594074
27546.7,864.00,4.53728887
27552.9,864.50,4.56280255
27559.1,865.00,4.49619271
27565.5,865.50,4.25861167
27571.6,866.00,4.69554468
27577.9,866.50,5.21962039
27583.9,867.00,5.20757276
27589.8,867.50,5.09554468
27595.9,868.00,4.02773987
27601.8,868.50,4.2903862
27608.1,869.00,5.99840949
27613.9,869.50,4.88217341
27619.6,870.00,6.39408858
27625.9,870.50,6.30571622
27631.9,871.00,6.78376568
27637.8,871.50,7.66383574
27643.8,872.00,7.86819601
27650,872.50,7.51889142
27655.8,873.00,7.31568752
27661.9,873.50,7.02461987
27667.9,874.00,7.10336419
27674.1,874.50,7.54524482
27680.5,875.00,7.99282972
27686.6,875.50,7.71494803
27692.9,876.00,7.30463029
27699.1,876.50,7.03794198
27705,877.00,6.71755301
27711.1,877.50,6.7635143
27717.2,878.00,6.8635143
27723,878.50,6.60463029
27728.7,879.00,6.74599479
27734.9,879.50,6.41150407
27740.8,880.00,6.12423098
27746.9,880.50,5.84599479
27752.9,881.00,6.43472991
27758.9,881.50,6.60336419
27764.9,882.00,6.6139839
27771.1,882.50,5.66684654
27777.4,883.00,5.04811458
27783.4,883.50,5.21889142
27789.5,884.00,6.10795621
27795.1,884.50,6.13728887
27801.6,885.00,6.27525216
27807.7,885.50,5.61568752
27813.5,886.00,5.28341007
27819.3,886.50,5.8139839
27825.4,887.00,6.19276071
27831.7,887.50,5.84594074
27837.6,888.00,5.48341007
27843.3,888.50,5.09415266
27849.2,889.00,5.49415266
27855.5,889.50,5.08341007
27861.7,890.00,4.89415266
27867.7,890.50,4.4049118
27873.6,891.00,5.17268398
27879.4,891.50,5.34594074
27885.4,892.00,5.11568752
27891.2,892.50,4.99415266
27897.1,893.00,5.59415266
27903.1,893.50,5.82647986
27909.1,894.00,5.46197437
27915,894.50,4.72528134
27921.2,895.00,5.06819601
27927.3,895.50,4.23577988
27933.7,896.00,2.98224389
27940.1,896.50,5.24141594
27945.9,897.00,14.401798
27952,897.50,4.7719748
27958.2,898.00,3.52374722
27964.1,898.50,3.42685763
27970.2,899.00,3.77153787
27976.1,899.50,3.79722497
27982.1,900.00,3.35839216
27988.2,900.50,2.38404138
27994.3,901.00,2.47938151
28000.4,901.50,2.72917812
28006.4,902.00,2.08376568
28012.7,902.50,2.58403728
28018.6,903.00,2.97954892
28024.4,903.50,3.29938353
28030.4,904.00,3.08403728
28036.3,904.50,3.45861167
28042.1,905.00,2.89789812
28048.1,905.50,2.2210201
28054.2,906.00,1.88403728
28060.2,906.50,0.679381505
28066,907.00,0.473823112
28072,907.50,-0.443388551
28078,908.00,-0.522440795
28084,908.50,-0.043374276
28089.9,909.00,-0.128025201
28095.6,909.50,3.7391137
28101.9,910.00,3.32171508
28107.9,910.50,3.11460182
28114.3,911.00,2.48660138
28120.4,911.50,1.15100471
28126.4,912.00,0.496703491
28132.1,912.50,0.506837051
28138.1,913.00,-0.086016101
28144.1,913.50,-0.115958623
28150.5,914.00,0.266322741
28156.1,914.50,2.54020282
28174.2,916.00,3.40704608
28180,916.50,2.50976763
28185.8,917.00,3.04821861
28191.9,917.50,2.62467403
28198.1,918.00,3.25353148
28204.3,918.50,2.66900299
28210.2,919.00,1.16280255
28216.2,919.50,0.324230976
28221.8,920.00,0.403364192
28227.6,920.50,0.669816247
28233.7,921.00,2.86287438
28239.5,921.50,2.54570371
28245.8,922.00,2.47861415
28251.7,922.50,2.40225815
28257.8,923.00,2.11962039
28263.8,923.50,2.75957723
28269.7,924.00,3.21840034
28276.1,924.50,2.28393073
28281.9,925.00,1.67153787
28288.3,925.50,1.30738139
28294.2,926.00,1.26179666
28300.1,926.50,1.87377013
28306,927.00,1.11150407
28311.9,927.50,1.48404138
28317.7,928.00,1.24594074
28323.7,928.50,1.13472991
28329.6,929.00,1.76981625
28335,929.50,2.51507794
28340.9,930.00,2.31253072
28346.7,930.50,5.70683705
28353,931.00,7.14599479
28358.8,931.50,7.54524482
28364.7,932.00,7.38652604
28370.7,932.50,5.9139839
28376.6,933.00,5.64081284
28382.5,933.50,7.79058458
28393.9,934.50,7.64524482
28400.4,935.00,7.856375
28406.4,935.50,7.456375
28412.7,936.00,7.80463029
28418.6,936.50,7.88404138
28424.8,937.00,7.75839216
28430.8,937.50,7.90738139
28437,938.00,7.7517082
28443,938.50,8.07695758
28448.9,939.00,8.4014903
28454.7,939.50,7.89149136
28460.5,940.00,8.28150723
28466.7,940.50,8.33676094
28472.6,941.00,7.5169689
28478.7,941.50,7.46284017
28484.7,942.00,7.94599479
28490.8,942.50,6.76284017
28497.1,943.00,6.71400967
28502.7,943.50,5.81400967
28508.5,944.00,5.51400967
28514.2,944.50,5.16284017
28519.9,945.00,5.15661145
28526,945.50,5.60328092
28532,946.00,5.23676094
28538.4,946.50,5.68404138
28544.4,947.00,5.58404138
28550.6,947.50,6.056375
28556.8,948.00,6.80463029
28563,948.50,6.81755301
28569.3,949.00,6.89722497
28575.4,949.50,6.80738139
28581.2,950.00,7.61150407
28586.8,950.50,7.88738991
28592.7,951.00,8.20428633
28598.5,951.50,7.75304546
28604.2,952.00,7.11400967
28610,952.50,6.18549641
28616.3,953.00,6.36963401
28622.5,953.50,6.42220095
28628.6,954.00,5.79118339
28634.6,954.50,5.45061978
28640.8,955.00,5.48488217
28646.7,955.50,5.81400967
28652.6,956.00,5.6775592
28658.7,956.50,5.11400967
28663.7,957.00,3.71150407
28669.9,957.50,4.21400967
28675.2,958.00,4.50332305
28680.9,958.50,4.85168705
28687,959.00,4.79118339
28692.9,959.50,5.27267918
28698.9,960.00,5.55422742
28704.5,960.50,5.8763871
28710.5,961.00,5.93103212
28716.2,961.50,6.15274511
28722,962.00,5.58150732
28728.2,962.50,3.20847362
28734.2,963.00,2.82773987
28739.9,963.50,9.09488736
28746.1,964.00,7.51743776
28752,964.50,7.1014903
28757.5,965.00,7.17695758
28763.3,965.50,7.0517082
28769,966.00,6.7014903
28775.1,966.50,6.77153787
28780.6,967.00,6.73157626
28787,967.50,6.62773987
28793.4,968.00,6.93527214
28799.3,968.50,6.41755301
28805.1,969.00,6.02153271
28811.4,969.50,5.9481594
28817.2,970.00,5.70738139
28823.4,970.50,4.84163474
28829.4,971.00,4.7481594
28835.8,971.50,4.68404138
28841.9,972.00,4.50463029
28847.9,972.50,4.63563024
28853.9,973.00,4.2719748
28860.2,973.50,4.3719748
28866.4,974.00,5.29058458
28872.4,974.50,4.45662572
28878.7,975.00,4.76732712
28884.5,975.50,5.22647986
28890.7,976.00,5.44811458
28896.7,976.50,3.78486086
28902.6,977.00,6.43778218
28909,977.50,6.38120349
28914.1,978.00,7.15722961
28919.7,978.50,5.17619362
28925.8,979.00,6.18660138
28931.8,979.50,7.4579127
28937.7,980.00,7.6313467
28944,980.50,7.90707801
28949,981.00,8.32421039
28955.1,981.50,7.92372812
28961.4,982.00,5.22693889
28967.6,982.50,5.9884925
28973,983.00,6.75380797
28979.1,983.50,8.10405983
28985.1,984.00,8.10405983
28991.4,984.50,8.49989672
28997.4,985.00,7.72399192
29003.1,985.50,6.29336371
29008.8,986.00,6.72171508
29014.8,986.50,8.26392759
29020.9,987.00,7.43606136
29026.9,987.50,6.62171508
29033.1,988.00,8.38155064
29039,988.50,8.32189137
29044.9,989.00,7.08644795
29050.8,989.50,6.93719245
29056.9,990.00,6.090195
29062.5,990.50,6.12671718
29068.8,991.00,5.9385898
29074.3,991.50,5.82399192
29079.2,992.00,7.74457052
29085.4,992.50,7.28644795
29091.5,993.00,6.82421039
29097.3,993.50,7.9919579
29103.1,994.00,9.28371749
29109.4,994.50,9.88622851
29115.1,995.00,9.99150275
29159,998.70,9.50707801
29173.9,1000.00,9.56454991
29190.1,1001.30,8.34792661
29206.4,1002.70,7.94792661
29222.7,1004.00,6.75510843
29238.1,1005.30,6.34266285
29254.4,1006.70,5.65891337
29269.6,1008.00,7.50346078
29285.6,1009.30,8.60275518
29302.6,1010.70,8.32274455
29312,1012.00,8.30298996
29317.6,1013.30,8.06656261
29325.1,1014.70,8.06037511
29331.2,1016.00,8.11708645
29338.2,1017.30,8.18365498
29345.9,1018.70,7.94106363
29351.4,1020.00,8.34457052
29359,1021.30,8.73303157
29365.6,1022.70,8.43221021
29372.8,1024.00,8.05215908
29380,1025.30,7.79217063
29388.6,1026.70,7.55215908
29395.6,1028.00,7.24239938
29402.3,1029.30,7.47655574
29409.2,1030.70,7.75215908
29416.8,1032.00,8.21780546
29424.2,1033.30,8.06392759
29431.6,1034.70,8.95279216
29438.4,1036.00,8.80346078
29445.7,1037.30,8.84715938
29453.8,1038.70,8.72189137
29460.8,1040.00,8.91811494
29467.7,1041.30,9.39814716
29475.6,1042.70,9.16656807
29482.2,1044.00,8.47924341
29489.5,1045.30,7.70150946
29496.5,1046.70,7.90141467
29503.8,1048.00,6.66437831
29510.7,1049.30,5.58431765
29517.5,1050.70,7.86011241
29524.4,1052.00,9.1740374
